lat,lon,elevation,region,geology_type,sample_source,Au_ppm,As_ppm,Cu_ppm,Pb_ppm,Zn_ppm,magnetic_anomaly,gravity_anomaly,ndvi,nbr,clay_index,iron_index,slope_degrees,aspect_degrees,twi,flow_accumulation,dist_to_faults,dist_to_roads,dist_to_rivers,label_gold
6.9963209507789,-73.51893656929104,251.7063656781916,Nariño,igneous,borehole,0.01900559587493586,0.5766936574268133,9.13914161253416,4.148213616111097,92.08922199062654,-65.93888332486502,23.93773527833124,0.30329144646614564,0.33368717065733694,0.2626635360072382,2.4473522022063943,1.2070959798846637,244.86384648243796,4.262615406720216,1058.5916301576037,1804.148585054423,69.5589917555285,51.92516229475058,0
11.60571445127933,-70.66479242097313,241.8309481478636,Antioquia,igneous,stream_sediment,0.09320710693543927,3.3501241939682647,26.650922777605828,16.730304554597275,12.300095167633609,-4.036444144607912,-5.3929470448301275,0.326783617256318,0.27145330335524226,2.8200954979447728,0.221995561145341,44.79307984468435,131.19704811746635,1.7510180799439716,205.32167203521368,311.6256391067004,11414.880128690069,1614.4650153465354,1
9.85595153449124,-68.01643331298874,1283.5862371081546,Chocó,sedimentary,borehole,0.03234394799634218,0.5712888537312255,6.836553507281851,3.2865031311252335,60.36133403613754,-40.90276602907773,-4.033158253993529,0.23025896516877226,0.2562928376610286,0.016702344296798673,0.5101947609993502,13.869150035336089,52.93080331745259,24.67070748068878,1736.799962235157,362.8160546997915,2663.883234932441,579.1316787869023,0
8.789267873576293,-69.14220090872351,243.5385942818033,Nariño,igneous,surface,0.055395940699991264,3.8706295340298538,8.230935543029677,33.90048936909341,102.3289215360079,-170.44833687253168,46.249638110321584,0.33575508634868495,0.07050678185598694,0.9457493531833007,2.2255214133977907,35.01926727367162,125.85662366554318,7.292771708411148,198.68680422069127,2153.069137429018,1310.0554983692798,1201.297962749298,0
5.248149123539492,-68.5475108171084,258.6925878270974,Cauca,sedimentary,borehole,0.02573942751671895,2.1117367591961473,42.935186878657234,1.674005748466503,61.44160006586756,153.77927657614748,19.18885417993175,0.24023127586653578,0.13302358657296737,0.6600045855150811,1.2454029479435405,7.609422452292609,80.77620021486678,11.230936241760917,488.5899266210906,748.3363869363054,3550.578673369328,191.92617804874826,0
5.247956162689621,-69.72973306631427,812.3061267985805,Nariño,igneous,borehole,0.017691582154315332,3.4180376433757296,21.945972505063686,18.390710073152686,22.298447855668787,-39.93253629764557,-13.367225523446383,0.2586326507865059,0.2107273046751958,0.8935505158636223,2.6709215602267786,24.964119272248393,286.480440589819,10.008757078455904,271.8425552074506,617.7789445687193,5389.198346590342,1028.2209776550105,0
4.464668897345596,-69.46178748385718,398.6820494325285,Nariño,sedimentary,borehole,0.049105244704752686,0.680224458055271,17.758728832742527,10.38367485343214,64.04620714054549,-37.157607707240274,-12.205118007289535,0.1482372353452156,0.10271214340425881,0.9674307955559909,0.7498690255229592,28.826773111462632,354.01232173138027,16.552088289195567,1817.1139405732797,121.95607153629679,228.92257906303078,901.5761600213804,0
10.92940916619948,-68.20643478747745,849.6431991292299,Cauca,metamorphic,stream_sediment,0.00841250572210709,4.106876471066377,9.58471371882592,30.595187213201342,14.178419708436822,-67.3218061180296,5.196024211897285,0.22278478391481998,0.07502423153573821,0.5912515645364228,0.32491649737915274,18.20778626971719,9.176900050716279,23.859019350737103,1954.295906988836,2909.001563790158,6289.98687480249,1409.1997046910517,0
8.80892009394567,-73.00265592912652,133.80021938096257,Córdoba,sedimentary,borehole,0.02334042380477219,16.29147563887779,32.81941026865143,2.023472167803319,22.98597524156775,-52.87464773485869,15.41459827027547,0.24745046970754664,0.16914840905808304,7.582527785442024,1.401953049261464,1.4633236564066963,248.40724943350148,0.2638737702831697,465.2611157539681,4285.562592381651,7151.465054017411,352.9693789627641,1
9.664580622368364,-71.08460029085488,434.29674605186835,Córdoba,sedimentary,surface,0.011725206790373926,3.2867052833830526,8.482049714145425,16.99316169901211,16.471709923620335,-9.433615745705822,35.04884099616284,0.33128095126387386,0.10922839869828545,4.501273049867837,0.2756348013973171,0.24316160799008366,95.02482010445516,29.607998445744254,367.27156318313934,3427.868178211402,908.7023342376391,2705.536986446146,0
4.16467595436642,-73.23032446544318,117.09576246897491,Antioquia,metamorphic,borehole,0.05950266770314336,2.040574396785291,33.396069698203,12.731396297827837,48.84098724785827,67.5906662060014,-32.16198717577645,0.35956557755778745,0.20747256352661517,3.916189026654885,0.1440411980986481,2.7689362091005925,23.907111792946004,16.355218816361187,1485.299007929576,1254.8466725161777,918.9016717250546,3251.943312292847,0
11.759278817295954,-67.09865593602683,132.35097575531597,Antioquia,igneous,borehole,0.14430699077199172,7.698636018952946,1.8169954338960335,9.811497493428295,6.872596019412837,-9.717433577384,14.540386147081634,0.23920682235779084,0.1335694378299423,4.640749127144624,0.9801266841222699,1.8850939615395765,5.166471450705665,3.862408172728541,2107.9395544822064,1526.9522108258118,1139.4273481753555,2025.8902437843544,1
10.659541126403374,-67.44752528250709,1284.562559072742,Córdoba,metamorphic,borehole,0.27030590971029,0.04793647927922445,49.97721972857176,10.141615609864605,162.46235793498815,-16.17811546173374,17.75338622870094,0.28355554617710654,0.09727120107649903,1.8901156619368789,0.8150036099969526,19.372273556196927,317.16348091647376,14.5154397551399,978.2193128414035,554.8726635016778,7963.6098296899345,848.7109794110108,1
