ID_MUESTRA;LATITUD;LONGITUD;AU_PPM;AS_PPM;CU_PPM;FE_PPM;SB_PPM;PROYECTO;FECHA_MUESTREO
1;7.897168805328972;-73.57577307510981;0.0035780811416965723;0.05607679339571955;0.2848926456174481;1773.869302307623;0.5355603300069258;Proyecto_2;2020-01-01
2;1.1267166703159828;-73.45782075479958;0.03431517592697878;0.32655339331587974;8.5735600958138;329.0110463384458;0.5339741356002103;Proyecto_3;2020-01-02
3;9.174293634478659;-74.7228365565089;0.06131973497443715;0.43122932271375153;13.529065211329383;2657.645812057443;0.10726369572068464;Proyecto_1;2020-01-03
4;7.739185858815989;-68.62444649978855;0.06144471996518463;0.23841111144470148;8.473519002247723;1098.6502021656015;0.6571313014664352;Proyecto_1;2020-01-04
5;2.4287434596574897;-68.38406375742898;0.18573558317409497;1.7440758869160047;0.908225340603246;327.1832529403464;1.2437012711565267;Proyecto_1;2020-01-05
6;5.595339146476258;-67.64863915022566;0.0016812232710668525;0.21528322540251835;4.585070872063903;320.0385269554225;0.10532312881203171;Proyecto_2;2020-01-06
7;8.580830126174053;-73.3086054064152;0.017943822312243472;2.4885069344736745;0.5060653271131809;311.7187757980246;0.3099892012795497;Proyecto_1;2020-01-07
8;4.815451852068107;-75.52299709051174;0.062348946960277575;2.0474776759084836;8.539932983097486;2931.4400419109306;0.07450368273898725;Proyecto_1;2020-01-08
9;4.289703175324619;-71.82212330662617;0.0405101046782685;0.4876776660874019;0.6259861881783747;1288.0163979928072;0.10708242837838625;Proyecto_3;2020-01-09
10;1.237123059641009;-72.20125281670099;0.09302225362577016;0.9124539218668568;6.359969963812477;589.7113141457583;0.6728105942684629;Proyecto_1;2020-01-10
11;4.709869202584552;-76.80031762701812;0.019412851997993728;0.47454502741893;10.085894725853187;2376.203298152058;1.0618459705119592;Proyecto_3;2020-01-11
12;3.915755954795881;-77.305104305453;0.023099958713032248;0.600351626861996;5.037568079984328;256.9803567383327;0.22717981990467662;Proyecto_1;2020-01-12
13;7.142324549793304;-77.73583247754851;0.07663367725221495;1.0477462345793471;2.310457444700367;831.7690875395868;0.020243635056338503;Proyecto_2;2020-01-13
14;3.580953072445158;-72.72083321900871;0.020751449371982433;0.3210798023982877;21.729136657691335;1380.8174796492744;0.23246295702088365;Proyecto_2;2020-01-14
15;7.140174259817138;-75.60850066721359;0.03991191420474631;0.18228548858081256;7.9820820269227974;544.3115892492082;0.09777192039286002;Proyecto_2;2020-01-15
16;3.6007646907628548;-69.23361583349694;0.020929396918820467;0.1547687779452013;6.068093628474287;1555.1007242904113;0.323057446050949;Proyecto_3;2020-01-16
17;4.968993861505108;-78.01398876990972;0.04649503757338008;0.9550529126547184;1.6823651570840688;425.8473560528312;0.2915638635876105;Proyecto_1;2020-01-17
18;1.3968210820296567;-71.99433288025148;0.014731536571623755;1.6421500144627583;7.344791201820037;2385.1207961448035;0.38397338125430125;Proyecto_2;2020-01-18
19;10.298217456166606;-69.44562789921602;0.0018018745112670714;0.24715264496517853;6.974391776309284;94.36599048923;0.133497264462584;Proyecto_1;2020-01-19
20;1.6480036101547904;-78.63149881646885;0.13930069060901987;0.6228201831194002;4.081087128902783;3640.139833907607;0.07813276259467901;Proyecto_1;2020-01-20
21;3.353102828475354;-77.49966913370162;0.06403307147699915;0.49986550642262667;2.398456310376031;55.520890979525596;0.5225164122813492;Proyecto_2;2020-01-21
22;5.306167607929414;-77.34617308762067;0.08325835944991067;0.5569072260621879;8.713402329082063;74.95359346143692;0.45477173091130896;Proyecto_3;2020-01-22
23;9.198065065858941;-71.7990102889308;0.06403680865155115;0.3979429603575552;0.6096891203901541;2057.728010691226;0.9789479644571869;Proyecto_1;2020-01-23
24;9.093466393342437;-74.39557528866916;0.04868773751768513;0.534355354001852;2.9817413099825334;581.9364047565438;0.24158201660008077;Proyecto_1;2020-01-24
25;6.067787128861745;-74.04558857946785;0.0042566239050634514;1.185643980299751;5.138659713137777;965.386611524956;0.22735198436720175;Proyecto_2;2020-01-25
26;9.630574115973005;-73.26422555822718;0.030360549144263917;0.4285267006649714;3.9147119108710675;239.43914519925403;1.3965021671245526;Proyecto_1;2020-01-26
27;6.753507809628832;-74.08311106052736;0.06264602100366734;0.8771206767112589;1.971776850695334;631.435790670102;1.5784394545154505;Proyecto_2;2020-01-27
28;8.108315411679463;-74.40425821845137;0.04702923193163564;0.8052743794404528;0.30455674600976834;1654.3090235920295;0.57519244689334;Proyecto_1;2020-01-28
29;4.955348670222407;-70.1360719699066;0.12355800857448321;1.468126833938214;8.806569869561143;203.2199159238024;0.8544443281025779;Proyecto_3;2020-01-29
30;9.515522417938843;-71.8993072530883;0.13664779688392203;1.8203425543647944;2.0434703741748788;1045.0438603693835;0.0341604034810608;Proyecto_1;2020-01-30
31;6.571987737124676;-72.15819091023941;0.0235685678548148;2.5869655961391413;0.46010397183356055;335.54445121747136;0.04227512086512964;Proyecto_1;2020-01-31
32;9.392009321252637;-75.71254162695757;0.02692850138124711;0.15823213441126488;0.9788702918385606;3070.8347076249725;0.23420446659735705;Proyecto_3;2020-02-01
33;6.316029222088253;-71.48251651613755;0.0158262732977146;0.7145781659709532;2.575573901056236;274.7652665086611;0.2716080866488695;Proyecto_2;2020-02-02
34;3.716039227067845;-76.36369032926743;0.04351776506272708;1.0877371785378798;6.7406458753052645;1309.5225257222667;0.23496527230593275;Proyecto_1;2020-02-03
35;5.421175273003206;-68.38668328528746;0.0567793372274517;1.0252386784690684;2.3647475254808064;1215.2621658161943;0.47933828980905385;Proyecto_2;2020-02-04
36;5.961358574585592;-72.30658455437042;0.06285934628545926;1.2438197548979408;7.584282891662254;581.4933803802152;0.7511426306705989;Proyecto_1;2020-02-05
37;8.888336454899402;-69.98171202770145;0.02122443844650848;0.4816843906800558;7.232083520440479;1831.09725753467;0.2600368035772283;Proyecto_1;2020-02-06
38;9.877015230418147;-67.10572233597178;0.035415003043799576;0.08667757798177479;5.599190564383609;318.31983955914063;0.22102357535748982;Proyecto_1;2020-02-07
39;9.412815445584897;-68.15221842057781;0.08962348026896974;2.0877293274767577;1.2758962788519272;266.91402124855307;1.083989263273176;Proyecto_2;2020-02-08
40;8.64888695259403;-68.67293197574335;0.0632243874774332;0.2710014872484206;12.744773782980904;1333.772935926253;0.0817514853636318;Proyecto_1;2020-02-09
41;3.1489666771393394;-75.38810840644615;0.02175347210666357;0.8774305300555361;18.199098794405792;101.26235784483646;2.6401019741149927;Proyecto_1;2020-02-10
42;2.034217851948827;-69.01763140078167;0.1768222339318628;1.0338863628225758;1.6658843851951737;1167.8959832678188;0.605089460283935;Proyecto_3;2020-02-11
43;8.83892968547456;-70.38266914812644;0.018922409288678596;2.6986123342271577;6.1822936388107035;357.21232549116826;0.7293643266557402;Proyecto_2;2020-02-12
44;8.91223356586507;-68.55308218583029;0.055722599259044076;0.03688939144929338;1.7465161184258604;2701.6893012366713;0.3539210381321153;Proyecto_1;2020-02-13
45;2.0981986247741524;-68.10631807392969;0.13862717890615503;0.3093040899381442;4.790487993318005;1506.8698157108065;0.5434102268229035;Proyecto_1;2020-02-14
46;2.680340873316682;-69.64298592443524;0.06729279726321381;0.04452122555484669;2.0844778083564846;609.7205974553592;0.30859038753110707;Proyecto_2;2020-02-15
47;2.913941393875665;-74.6586464266199;0.005574237997181295;1.8879389644837155;4.9801303578450895;667.76323007603;0.19171762865710698;Proyecto_1;2020-02-16
48;6.723437954151789;-76.3462407717819;0.06563224167256711;0.286521709947609;0.788921059397366;2225.4726100556236;1.4232568643003827;Proyecto_3;2020-02-17
49;6.5490086055109105;-75.32301212340582;0.2385844886519254;1.6376740471962727;5.595193193678222;441.32816501215996;0.253804810270929;Proyecto_1;2020-02-18
50;6.061602690482001;-73.00156169928913;0.006278201450466685;0.5492919101686154;1.262620009659325;263.0199505277434;0.8026377048249461;Proyecto_3;2020-02-19
51;9.478410744788405;-78.23068074997491;0.05058799331342914;0.022283107272562788;0.46569998654631184;25.252343843311106;0.25942193559126786;Proyecto_1;2020-02-20
52;11.425304934016133;-71.67808950156906;0.1331648698142672;1.3141425606619355;4.640986477080469;1110.0799143987263;0.2995490871087404;Proyecto_2;2020-02-21
53;2.9539260071523152;-68.77862803038974;0.22218013472292675;0.45575190596963555;6.170979073259896;1312.5508145905835;0.4827319525972003;Proyecto_2;2020-02-22
